model,lead_hours,layer_hpa,component,control_control,control_optimal,optimal_control,optimal_optimal,field_at_control_center,position_in_optimal_field,position_in_control_field,field_at_optimal_center,field_symmetric,position_symmetric,total,interaction
tianxing,36,850–700,v,-0.02422378551854695,0.04390606719688053,-0.2169206825922515,-0.1547096098407233,-0.19269689707370455,0.06221107275152821,0.06812985271542749,-0.19861567703760383,-0.1956562870556542,0.06517046273347785,-0.13048582432217634,-0.005918779963899275
tianxing,36,850–500,u,-4.066516810515261,-4.135482803300228,-3.681989445767906,-3.729076695444709,0.38452736474735527,-0.04708724967680311,-0.06896599278496662,0.4064061078555188,0.395466736301437,-0.05802662123088487,0.33744011507055216,0.021878743108163512
tianxing,36,850–500,v,0.06536478697306196,0.10500672836471929,-0.1424712074459723,-0.10076919784804346,-0.20783599441903428,0.041702009597928844,0.03964194139165733,-0.20577592621276275,-0.2068059603158985,0.04067197549479309,-0.16613398482110542,0.002060068206271512
tianxing,42,850–700,u,-3.871506817035037,-3.832027032097881,-3.3377651325528435,-3.25738494346608,0.5337416844821936,0.08038018908676348,0.039479784937156204,0.5746420886318009,0.5541918865569972,0.05992998701195984,0.6141218735689571,0.04090040414960727
tianxing,42,850–700,v,0.8670746854177294,0.9056145336910627,0.5937589102830756,0.628027709150533,-0.27331577513465377,0.03426879886745737,0.038539848273333344,-0.27758682454052974,-0.27545129983759176,0.03640432357039536,-0.2390469762671964,-0.004271049405875971
tianxing,42,850–500,u,-3.8134928927154874,-3.837857581229832,-3.2731644364607466,-3.262427326309407,0.5403284562547408,0.010737110151339824,-0.02436468851434448,0.5754302549204251,0.557879355587583,-0.006813789181502328,0.5510655664060806,0.0351017986656843
tianxing,42,850–500,v,0.9047092605550588,0.9283639119614551,0.6594646334368544,0.6867420195878706,-0.2452446271182045,0.02727738615101627,0.02365465140639622,-0.24162189237358445,-0.24343325974589447,0.025466018778706245,-0.21796724096718822,0.0036227347446200486
tianxing,48,850–700,u,-3.6610892423406103,-3.6470491962491343,-2.985518864390469,-2.9106371511504325,0.6755703779501414,0.07488171324003634,0.014040046091476022,0.7364120450987017,0.7059912115244216,0.04446087966575618,0.7504520911901778,0.06084166714856032
tianxing,48,850–700,v,-0.10288823069999645,-0.04576359504203498,-0.3214146568153779,-0.27889798872113764,-0.21852642611538145,0.04251666809424026,0.05712463565796147,-0.23313439367910266,-0.22583040989724207,0.049820651876100866,-0.1760097580211412,-0.014607967563721208
tianxing,48,850–500,u,-3.8210341542862043,-3.8523954313511592,-3.09297259416823,-3.075177488855351,0.7280615601179745,0.017795105312878867,-0.03136127706495495,0.7772179424958083,0.7526397513068914,-0.006783085876038042,0.7458566654308534,0.04915638237783382
tianxing,48,850–500,v,0.11833835308935786,0.16282907112069595,-0.09565257143289925,-0.05590192365297701,-0.2139909245222571,0.03975064777992224,0.04449071803133808,-0.21873099477367297,-0.21636095964796503,0.04212068290563016,-0.1742402767423349,-0.0047400702514158455
tianxing,54,850–700,u,-3.025966874287355,-2.9675537051477447,-2.1640500043326503,-1.954427852853228,0.8619168699547046,0.20962215147942231,0.058413169139610144,1.0131258522945168,0.9375213611246107,0.13401766030951623,1.071539021434127,0.15120898233981217
tianxing,54,850–700,v,-0.6988311252770384,-0.550236369278635,-0.8283907404266003,-0.7056807203956034,-0.12955961514956194,0.12271002003099696,0.14859475599840344,-0.15544435111696842,-0.14250198313326518,0.1356523880147002,-0.006849595118564977,-0.02588473596740648
tianxing,54,850–500,u,-3.247461179531734,-3.2745915417459175,-2.313273969955763,-2.2202085983079263,0.9341872095759709,0.09306537164783668,-0.027130362214183634,1.0543829434379912,0.9942850765069811,0.03296750471682652,1.0272525812238076,0.12019573386202032
tianxing,54,850–500,v,-0.16237156543061987,-0.07294357283084882,-0.34132099615049716,-0.2536455763370905,-0.1789494307198773,0.08767541981340665,0.08942799259977105,-0.1807020035062417,-0.1798257171130595,0.08855170620658885,-0.09127401090647064,-0.001752572786364398
tianxing,60,850–700,u,-4.096008488679276,-4.034175639252947,-3.0363985372089024,-2.8471896049374457,1.0596099514703736,0.18920893227145674,0.06183284942632916,1.1869860343155012,1.1232979928929374,0.12552089084889295,1.2488188837418304,0.12737608284512802
tianxing,60,850–700,v,-1.6171284951405807,-1.4484335922271583,-1.765245907560274,-1.6426073268084718,-0.14811741241969334,0.12263858075180223,0.16869490291342237,-0.19417373458131348,-0.1711455735005034,0.1456667418326123,-0.02547883166789111,-0.046056322161620145
